,player_id,birthDate,draft_year,name,position,college,salary,season_end,season_start,team
11548,singlch01,21-Nov-89,2011,Chris Singleton,Small Forward and Power Forward,Florida State University,1618680,2014,2013,Washington Wizards
11553,sivape01,24-Oct-90,2013,Peyton Siva,Shooting Guard,University of Louisville,100000,2015,2014,Orlando Magic
11593,smartma01,6-Mar-94,2014,Marcus Smart,Shooting Guard and Point Guard,Oklahoma State University,3283320,2015,2014,Boston Celtics
11594,smartma01,6-Mar-94,2014,Marcus Smart,Shooting Guard and Point Guard,Oklahoma State University,3431040,2016,2015,Boston Celtics
11595,smartma01,6-Mar-94,2014,Marcus Smart,Shooting Guard and Point Guard,Oklahoma State University,3578880,2017,2016,Boston Celtics
11596,smartma01,6-Mar-94,2014,Marcus Smart,Shooting Guard and Point Guard,Oklahoma State University,4538020,2018,2017,Boston Celtics
11623,smithde03,25-Nov-97,2017,Dennis Smith Jr.,Point Guard,North Carolina State University,3218280,2018,2017,Dallas Mavericks
11748,smithno01,25-Jul-88,2011,Nolan Smith,Point Guard,Duke University,1306920,2012,2011,Portland Trail Blazers
11749,smithno01,25-Jul-88,2011,Nolan Smith,Point Guard,Duke University,1404960,2013,2012,Portland Trail Blazers
11756,smithru01,19-Apr-91,2014,Russ Smith,Point Guard,University of Louisville,816482,2015,2014,Memphis Grizzlies
11757,smithru01,19-Apr-91,2014,Russ Smith,Point Guard,University of Louisville,816482,2016,2015,Memphis Grizzlies
11797,snellto01,10-Nov-91,2013,Tony Snell,Shooting Guard and Small Forward,University of New Mexico,1409040,2014,2013,Chicago Bulls
11798,snellto01,10-Nov-91,2013,Tony Snell,Shooting Guard and Small Forward,University of New Mexico,1472400,2015,2014,Chicago Bulls
11799,snellto01,10-Nov-91,2013,Tony Snell,Shooting Guard and Small Forward,University of New Mexico,1535880,2016,2015,Chicago Bulls
11800,snellto01,10-Nov-91,2013,Tony Snell,Shooting Guard and Small Forward,University of New Mexico,2368327,2017,2016,Milwaukee Bucks
11801,snellto01,10-Nov-91,2013,Tony Snell,Shooting Guard and Small Forward,University of New Mexico,9821429,2018,2017,Milwaukee Bucks
11929,stausni01,7-Oct-93,2014,Nik Stauskas,Shooting Guard,University of Michigan,2745840,2015,2014,Sacramento Kings
11930,stausni01,7-Oct-93,2014,Nik Stauskas,Shooting Guard,University of Michigan,2869440,2016,2015,Philadelphia 76ers
11931,stausni01,7-Oct-93,2014,Nik Stauskas,Shooting Guard,University of Michigan,2993040,2017,2016,Philadelphia 76ers
11932,stausni01,7-Oct-93,2014,Nik Stauskas,Shooting Guard,University of Michigan,3807147,2018,2017,Brooklyn Nets
11944,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,750000,2011,2010,Indiana Pacers
11945,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,810000,2012,2011,Indiana Pacers
11946,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,870000,2013,2012,Indiana Pacers
11947,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,1005000,2014,2013,Indiana Pacers
11948,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,9000000,2015,2014,Charlotte Hornets
11949,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,9000000,2016,2015,Memphis Grizzlies
11950,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,4000000,2017,2016,Indiana Pacers
11951,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,1227286,2017,2016,New Orleans Pelicans
11952,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,144386,2017,2016,Minnesota Timberwolves
11953,stephla01,5-Sep-90,2010,Lance Stephenson,Small Forward and Shooting Guard,University of Cincinnati,4180000,2018,2017,Indiana Pacers
12039,stokeja01,7-Jan-94,2014,Jarnell Stokes,Center and Power Forward,University of Tennessee,725000,2015,2014,Memphis Grizzlies
12040,stokeja01,7-Jan-94,2014,Jarnell Stokes,Center and Power Forward,University of Tennessee,845059,2016,2015,New Orleans Pelicans
12041,stokeja01,7-Jan-94,2014,Jarnell Stokes,Center and Power Forward,University of Tennessee,150000,2017,2016,Denver Nuggets
12042,stonedi01,10-Feb-97,2016,Diamond Stone,Center,University of Maryland,543471,2017,2016,Los Angeles Clippers
12043,stonedi01,10-Feb-97,2016,Diamond Stone,Center,University of Maryland,1312611,2018,2017,Atlanta Hawks
12044,stonedi01,10-Feb-97,2016,Diamond Stone,Center,University of Maryland,50000,2018,2017,Chicago Bulls
12140,sullija01,4-Mar-92,2012,Jared Sullinger,Power Forward,Ohio State University,1306920,2013,2012,Boston Celtics
12141,sullija01,4-Mar-92,2012,Jared Sullinger,Power Forward,Ohio State University,1365720,2014,2013,Boston Celtics
12142,sullija01,4-Mar-92,2012,Jared Sullinger,Power Forward,Ohio State University,1424520,2015,2014,Boston Celtics
12143,sullija01,4-Mar-92,2012,Jared Sullinger,Power Forward,Ohio State University,2269260,2016,2015,Boston Celtics
12144,sullija01,4-Mar-92,2012,Jared Sullinger,Power Forward,Ohio State University,5628000,2017,2016,Phoenix Suns
12178,swanica01,18-Apr-97,2017,Caleb Swanigan,Power Forward,Purdue University,1465920,2018,2017,Portland Trail Blazers
12227,tatumja01,3-Mar-98,2017,Jayson Tatum,Small Forward,Duke University,5645400,2018,2017,Boston Celtics
12236,tayloje03,23-May-89,2012,Jeff Taylor,Small Forward,Vanderbilt University,575000,2013,2012,Charlotte Bobcats
12237,tayloje03,23-May-89,2012,Jeff Taylor,Small Forward,Vanderbilt University,788872,2014,2013,Charlotte Bobcats
12238,tayloje03,23-May-89,2012,Jeff Taylor,Small Forward,Vanderbilt University,915243,2015,2014,Charlotte Hornets
12256,tayloty01,12-Apr-90,2012,Tyshawn Taylor,Point Guard,University of Kansas,473604,2013,2012,Brooklyn Nets
12257,tayloty01,12-Apr-90,2012,Tyshawn Taylor,Point Guard,University of Kansas,788872,2014,2013,Brooklyn Nets
12272,teaguma01,28-Feb-93,2012,Marquis Teague,Point Guard and Shooting Guard,University of Kentucky,1028400,2013,2012,Chicago Bulls
12273,teaguma01,28-Feb-93,2012,Marquis Teague,Point Guard and Shooting Guard,University of Kentucky,1074720,2014,2013,Chicago Bulls
12274,teaguma01,28-Feb-93,2012,Marquis Teague,Point Guard and Shooting Guard,University of Kentucky,1120920,2015,2014,Philadelphia 76ers
12275,teaguma01,28-Feb-93,2012,Marquis Teague,Point Guard and Shooting Guard,University of Kentucky,157945,2018,2017,Memphis Grizzlies
12350,thomais02,7-Feb-89,2011,Isaiah Thomas,Point Guard and Shooting Guard,University of Washington,473604,2012,2011,Sacramento Kings
12351,thomais02,7-Feb-89,2011,Isaiah Thomas,Point Guard and Shooting Guard,University of Washington,762195,2013,2012,Sacramento Kings
12352,thomais02,7-Feb-89,2011,Isaiah Thomas,Point Guard and Shooting Guard,University of Washington,884293,2014,2013,Sacramento Kings
12353,thomais02,7-Feb-89,2011,Isaiah Thomas,Point Guard and Shooting Guard,University of Washington,7238606,2015,2014,Boston Celtics
12354,thomais02,7-Feb-89,2011,Isaiah Thomas,Point Guard and Shooting Guard,University of Washington,6912869,2016,2015,Boston Celtics
12355,thomais02,7-Feb-89,2011,Isaiah Thomas,Point Guard and Shooting Guard,University of Washington,6587132,2017,2016,Boston Celtics
12356,thomais02,7-Feb-89,2011,Isaiah Thomas,Point Guard and Shooting Guard,University of Washington,6261395,2018,2017,Los Angeles Lakers
12436,thomptr02,20-May-90,2011,Trey Thompkins,Center,University of Georgia,473604,2012,2011,Los Angeles Clippers
12437,thomptr02,20-May-90,2011,Trey Thompkins,Center,University of Georgia,762195,2013,2012,Los Angeles Clippers
12466,thompkl01,8-Feb-90,2011,Klay Thompson,Shooting Guard,Washington State University,2126520,2012,2011,Golden State Warriors
12467,thompkl01,8-Feb-90,2011,Klay Thompson,Shooting Guard,Washington State University,2286000,2013,2012,Golden State Warriors
12468,thompkl01,8-Feb-90,2011,Klay Thompson,Shooting Guard,Washington State University,2317920,2014,2013,Golden State Warriors
12469,thompkl01,8-Feb-90,2011,Klay Thompson,Shooting Guard,Washington State University,3075880,2015,2014,Golden State Warriors
12470,thompkl01,8-Feb-90,2011,Klay Thompson,Shooting Guard,Washington State University,15500000,2016,2015,Golden State Warriors
12471,thompkl01,8-Feb-90,2011,Klay Thompson,Shooting Guard,Washington State University,16663575,2017,2016,Golden State Warriors
12472,thompkl01,8-Feb-90,2011,Klay Thompson,Shooting Guard,Washington State University,17826150,2018,2017,Golden State Warriors
12493,thomptr01,13-Mar-91,2011,Tristan Thompson,Power Forward and Center,University of Texas at Austin,3726600,2012,2011,Cleveland Cavaliers
12494,thomptr01,13-Mar-91,2011,Tristan Thompson,Power Forward and Center,University of Texas at Austin,4006080,2013,2012,Cleveland Cavaliers
12495,thomptr01,13-Mar-91,2011,Tristan Thompson,Power Forward and Center,University of Texas at Austin,4062000,2014,2013,Cleveland Cavaliers
12496,thomptr01,13-Mar-91,2011,Tristan Thompson,Power Forward and Center,University of Texas at Austin,5138430,2015,2014,Cleveland Cavaliers
12497,thomptr01,13-Mar-91,2011,Tristan Thompson,Power Forward and Center,University of Texas at Austin,14260870,2016,2015,Cleveland Cavaliers
12498,thomptr01,13-Mar-91,2011,Tristan Thompson,Power Forward and Center,University of Texas at Austin,15330435,2017,2016,Cleveland Cavaliers
12499,thomptr01,13-Mar-91,2011,Tristan Thompson,Power Forward and Center,University of Texas at Austin,16400000,2018,2017,Cleveland Cavaliers
12519,thornsi01,15-Nov-94,2017,Sindarius Thornwell,Shooting Guard,University of South Carolina,815615,2018,2017,Los Angeles Clippers
12608,townska01,15-Nov-95,2015,Karl-Anthony Towns,Center,University of Kentucky,5703600,2016,2015,Minnesota Timberwolves
12609,townska01,15-Nov-95,2015,Karl-Anthony Towns,Center,University of Kentucky,5960160,2017,2016,Minnesota Timberwolves
12610,townska01,15-Nov-95,2015,Karl-Anthony Towns,Center,University of Kentucky,6216840,2018,2017,Minnesota Timberwolves
12703,turneev01,27-Oct-88,2010,Evan Turner,Small Forward and Shooting Guard and Point Guard,Ohio State University,4602720,2011,2010,Philadelphia 76ers
12704,turneev01,27-Oct-88,2010,Evan Turner,Small Forward and Shooting Guard and Point Guard,Ohio State University,4947840,2012,2011,Philadelphia 76ers
12705,turneev01,27-Oct-88,2010,Evan Turner,Small Forward and Shooting Guard and Point Guard,Ohio State University,5293080,2013,2012,Philadelphia 76ers
12706,turneev01,27-Oct-88,2010,Evan Turner,Small Forward and Shooting Guard and Point Guard,Ohio State University,6679867,2014,2013,Philadelphia 76ers
12707,turneev01,27-Oct-88,2010,Evan Turner,Small Forward and Shooting Guard and Point Guard,Ohio State University,3278000,2015,2014,Boston Celtics
12708,turneev01,27-Oct-88,2010,Evan Turner,Small Forward and Shooting Guard and Point Guard,Ohio State University,3425510,2016,2015,Boston Celtics
12709,turneev01,27-Oct-88,2010,Evan Turner,Small Forward and Shooting Guard and Point Guard,Ohio State University,16393443,2017,2016,Portland Trail Blazers
12710,turneev01,27-Oct-88,2010,Evan Turner,Small Forward and Shooting Guard and Point Guard,Ohio State University,17131148,2018,2017,Portland Trail Blazers
12720,turnemy01,24-Mar-96,2015,Myles Turner,Center,University of Texas at Austin,2357760,2016,2015,Indiana Pacers
12721,turnemy01,24-Mar-96,2015,Myles Turner,Center,University of Texas at Austin,2463840,2017,2016,Indiana Pacers
12722,turnemy01,24-Mar-96,2015,Myles Turner,Center,University of Texas at Austin,2569920,2018,2017,Indiana Pacers
12741,udohek01,20-May-87,2010,Ekpe Udoh,Power Forward and Center,"University of Michigan, Baylor University",3065040,2011,2010,Golden State Warriors
12742,udohek01,20-May-87,2010,Ekpe Udoh,Power Forward and Center,"University of Michigan, Baylor University",3294960,2012,2011,Golden State Warriors
12743,udohek01,20-May-87,2010,Ekpe Udoh,Power Forward and Center,"University of Michigan, Baylor University",3524880,2013,2012,Milwaukee Bucks
12744,udohek01,20-May-87,2010,Ekpe Udoh,Power Forward and Center,"University of Michigan, Baylor University",4469548,2014,2013,Milwaukee Bucks
12745,udohek01,20-May-87,2010,Ekpe Udoh,Power Forward and Center,"University of Michigan, Baylor University",981084,2015,2014,Los Angeles Clippers
12746,udohek01,20-May-87,2010,Ekpe Udoh,Power Forward and Center,"University of Michigan, Baylor University",3200000,2018,2017,Utah Jazz
12769,ulisty01,5-Jan-96,2016,Tyler Ulis,Point Guard,University of Kentucky,918369,2017,2016,Phoenix Suns
12770,ulisty01,5-Jan-96,2016,Tyler Ulis,Point Guard,University of Kentucky,1312611,2018,2017,Phoenix Suns
12790,valende01,16-Nov-93,2016,Denzel Valentine,Shooting Guard,Michigan State University,2092200,2017,2016,Chicago Bulls
12791,valende01,16-Nov-93,2016,Denzel Valentine,Shooting Guard,Michigan State University,2186400,2018,2017,Chicago Bulls
12845,varnaja01,1-Mar-88,2010,Jarvis Varnado,Power Forward,Mississippi State University,275805,2013,2012,Miami Heat
12846,varnaja01,1-Mar-88,2010,Jarvis Varnado,Power Forward,Mississippi State University,33431,2013,2012,Boston Celtics
12847,varnaja01,1-Mar-88,2010,Jarvis Varnado,Power Forward,Mississippi State University,788872,2014,2013,Miami Heat
12848,varnaja01,1-Mar-88,2010,Jarvis Varnado,Power Forward,Mississippi State University,75000,2015,2014,Philadelphia 76ers
12849,vasqugr01,16-Jan-87,2010,Greivis Vasquez,Point Guard and Shooting Guard,University of Maryland,1035960,2011,2010,Memphis Grizzlies
12850,vasqugr01,16-Jan-87,2010,Greivis Vasquez,Point Guard and Shooting Guard,University of Maryland,1113600,2012,2011,New Orleans Hornets
12851,vasqugr01,16-Jan-87,2010,Greivis Vasquez,Point Guard and Shooting Guard,University of Maryland,1191240,2013,2012,New Orleans Hornets
12852,vasqugr01,16-Jan-87,2010,Greivis Vasquez,Point Guard and Shooting Guard,University of Maryland,2150188,2014,2013,Sacramento Kings
12853,vasqugr01,16-Jan-87,2010,Greivis Vasquez,Point Guard and Shooting Guard,University of Maryland,6400000,2015,2014,Toronto Raptors
12854,vasqugr01,16-Jan-87,2010,Greivis Vasquez,Point Guard and Shooting Guard,University of Maryland,6600000,2016,2015,Milwaukee Bucks
12855,vasqugr01,16-Jan-87,2010,Greivis Vasquez,Point Guard and Shooting Guard,University of Maryland,4347826,2017,2016,Brooklyn Nets
12872,vaughra01,16-Aug-96,2015,Rashad Vaughn,Shooting Guard,"University of Nevada, Las Vegas",1733040,2016,2015,Milwaukee Bucks
12873,vaughra01,16-Aug-96,2015,Rashad Vaughn,Shooting Guard,"University of Nevada, Las Vegas",1811040,2017,2016,Milwaukee Bucks
12874,vaughra01,16-Aug-96,2015,Rashad Vaughn,Shooting Guard,"University of Nevada, Las Vegas",1889040,2018,2017,New Orleans Pelicans
12875,vaughra01,16-Aug-96,2015,Rashad Vaughn,Shooting Guard,"University of Nevada, Las Vegas",166258,2018,2017,Orlando Magic
12924,vonleno01,24-Aug-95,2014,Noah Vonleh,Power Forward,Indiana University,2524200,2015,2014,Charlotte Hornets
12925,vonleno01,24-Aug-95,2014,Noah Vonleh,Power Forward,Indiana University,2637720,2016,2015,Portland Trail Blazers
12926,vonleno01,24-Aug-95,2014,Noah Vonleh,Power Forward,Indiana University,2751360,2017,2016,Portland Trail Blazers
12927,vonleno01,24-Aug-95,2014,Noah Vonleh,Power Forward,Indiana University,3505233,2018,2017,Chicago Bulls
12952,vucevni01,24-Oct-90,2011,Nikola Vucevic,Center,University of Southern California,1645400,2012,2011,Philadelphia 76ers
12953,vucevni01,24-Oct-90,2011,Nikola Vucevic,Center,University of Southern California,1768800,2013,2012,Orlando Magic
12954,vucevni01,24-Oct-90,2011,Nikola Vucevic,Center,University of Southern California,1793520,2014,2013,Orlando Magic
12955,vucevni01,24-Oct-90,2011,Nikola Vucevic,Center,University of Southern California,2751260,2015,2014,Orlando Magic
12956,vucevni01,24-Oct-90,2011,Nikola Vucevic,Center,University of Southern California,11250000,2016,2015,Orlando Magic
12957,vucevni01,24-Oct-90,2011,Nikola Vucevic,Center,University of Southern California,11750000,2017,2016,Orlando Magic
12958,vucevni01,24-Oct-90,2011,Nikola Vucevic,Center,University of Southern California,12250000,2018,2017,Orlando Magic
12994,waitedi01,10-Dec-91,2012,Dion Waiters,Shooting Guard,Syracuse University,3726600,2013,2012,Cleveland Cavaliers
12995,waitedi01,10-Dec-91,2012,Dion Waiters,Shooting Guard,Syracuse University,3894240,2014,2013,Cleveland Cavaliers
12996,waitedi01,10-Dec-91,2012,Dion Waiters,Shooting Guard,Syracuse University,4062000,2015,2014,Oklahoma City Thunder
12997,waitedi01,10-Dec-91,2012,Dion Waiters,Shooting Guard,Syracuse University,5138430,2016,2015,Oklahoma City Thunder
12998,waitedi01,10-Dec-91,2012,Dion Waiters,Shooting Guard,Syracuse University,2898000,2017,2016,Miami Heat
12999,waitedi01,10-Dec-91,2012,Dion Waiters,Shooting Guard,Syracuse University,11000000,2018,2017,Miami Heat
13027,walkeke02,8-May-90,2011,Kemba Walker,Point Guard,University of Connecticut,2356320,2012,2011,Charlotte Bobcats
13028,walkeke02,8-May-90,2011,Kemba Walker,Point Guard,University of Connecticut,2532960,2013,2012,Charlotte Bobcats
13029,walkeke02,8-May-90,2011,Kemba Walker,Point Guard,University of Connecticut,2568360,2014,2013,Charlotte Bobcats
13030,walkeke02,8-May-90,2011,Kemba Walker,Point Guard,University of Connecticut,3272091,2015,2014,Charlotte Hornets
13031,walkeke02,8-May-90,2011,Kemba Walker,Point Guard,University of Connecticut,12000000,2016,2015,Charlotte Hornets
13032,walkeke02,8-May-90,2011,Kemba Walker,Point Guard,University of Connecticut,12000000,2017,2016,Charlotte Hornets
13033,walkeke02,8-May-90,2011,Kemba Walker,Point Guard,University of Connecticut,12000000,2018,2017,Charlotte Hornets
13049,walljo01,6-Sep-90,2010,John Wall,Point Guard,University of Kentucky,5144280,2011,2010,Washington Wizards
13050,walljo01,6-Sep-90,2010,John Wall,Point Guard,University of Kentucky,5530080,2012,2011,Washington Wizards
13051,walljo01,6-Sep-90,2010,John Wall,Point Guard,University of Kentucky,5915880,2013,2012,Washington Wizards
13052,walljo01,6-Sep-90,2010,John Wall,Point Guard,University of Kentucky,7459925,2014,2013,Washington Wizards
13053,walljo01,6-Sep-90,2010,John Wall,Point Guard,University of Kentucky,14746000,2015,2014,Washington Wizards
13054,walljo01,6-Sep-90,2010,John Wall,Point Guard,University of Kentucky,15851950,2016,2015,Washington Wizards
13055,walljo01,6-Sep-90,2010,John Wall,Point Guard,University of Kentucky,16957900,2017,2016,Washington Wizards
13056,walljo01,6-Sep-90,2010,John Wall,Point Guard,University of Kentucky,18063850,2018,2017,Washington Wizards
13112,princta02,22-Mar-94,2016,Taurean Prince,Small Forward,Baylor University,2318280,2017,2016,Atlanta Hawks
13113,princta02,22-Mar-94,2016,Taurean Prince,Small Forward,Baylor University,2422560,2018,2017,Atlanta Hawks
13151,warretj01,5-Sep-93,2014,T.J. Warren,Small Forward,North Carolina State University,1953120,2015,2014,Phoenix Suns
13152,warretj01,5-Sep-93,2014,T.J. Warren,Small Forward,North Carolina State University,2041080,2016,2015,Phoenix Suns
13153,warretj01,5-Sep-93,2014,T.J. Warren,Small Forward,North Carolina State University,2128920,2017,2016,Phoenix Suns
13154,warretj01,5-Sep-93,2014,T.J. Warren,Small Forward,North Carolina State University,3152931,2018,2017,Phoenix Suns
13155,warrewi01,22-Oct-89,2010,Willie Warren,Point Guard,University of Oklahoma,500000,2011,2010,Los Angeles Clippers
13398,whitede01,2-Jul-94,2017,Derrick White,Point Guard,University of Colorado,1404600,2018,2017,San Antonio Spurs
13421,whitero03,10-Apr-91,2012,Royce White,Power Forward,Iowa State University,1719480,2014,2013,Philadelphia 76ers
13424,whiteis01,8-Mar-95,2016,Isaiah Whitehead,Point Guard,Seton Hall University,1074145,2017,2016,Brooklyn Nets
13425,whiteis01,8-Mar-95,2016,Isaiah Whitehead,Point Guard,Seton Hall University,1312611,2018,2017,Brooklyn Nets
13432,whiteha01,13-Jun-89,2010,Hassan Whiteside,Center,Marshall University,730437,2011,2010,Sacramento Kings
13433,whiteha01,13-Jun-89,2010,Hassan Whiteside,Center,Marshall University,762195,2012,2011,Sacramento Kings
13434,whiteha01,13-Jun-89,2010,Hassan Whiteside,Center,Marshall University,769881,2015,2014,Miami Heat
13435,whiteha01,13-Jun-89,2010,Hassan Whiteside,Center,Marshall University,981348,2016,2015,Miami Heat
13436,whiteha01,13-Jun-89,2010,Hassan Whiteside,Center,Marshall University,22116750,2017,2016,Miami Heat
13437,whiteha01,13-Jun-89,2010,Hassan Whiteside,Center,Marshall University,23775506,2018,2017,Miami Heat
13450,wiggian01,23-Feb-95,2014,Andrew Wiggins,Small Forward,University of Kansas,5510640,2015,2014,Minnesota Timberwolves
13451,wiggian01,23-Feb-95,2014,Andrew Wiggins,Small Forward,University of Kansas,5758680,2016,2015,Minnesota Timberwolves
13452,wiggian01,23-Feb-95,2014,Andrew Wiggins,Small Forward,University of Kansas,6006600,2017,2016,Minnesota Timberwolves
13453,wiggian01,23-Feb-95,2014,Andrew Wiggins,Small Forward,University of Kansas,7574322,2018,2017,Minnesota Timberwolves
13590,willide02,25-May-91,2011,Derrick Williams,Power Forward and Small Forward,University of Arizona,4602720,2012,2011,Minnesota Timberwolves
13591,willide02,25-May-91,2011,Derrick Williams,Power Forward and Small Forward,University of Arizona,4947840,2013,2012,Minnesota Timberwolves
13592,willide02,25-May-91,2011,Derrick Williams,Power Forward and Small Forward,University of Arizona,5016960,2014,2013,Minnesota Timberwolves
13593,willide02,25-May-91,2011,Derrick Williams,Power Forward and Small Forward,University of Arizona,6331404,2015,2014,Sacramento Kings
13594,willide02,25-May-91,2011,Derrick Williams,Power Forward and Small Forward,University of Arizona,4900000,2016,2015,New York Knicks
13595,willide02,25-May-91,2011,Derrick Williams,Power Forward and Small Forward,University of Arizona,4598000,2017,2016,Miami Heat
13596,willide02,25-May-91,2011,Derrick Williams,Power Forward and Small Forward,University of Arizona,402043,2017,2016,Cleveland Cavaliers
13597,willide02,25-May-91,2011,Derrick Williams,Power Forward and Small Forward,University of Arizona,83129,2018,2017,Los Angeles Lakers
13598,williel01,20-Jun-89,2010,Elliot Williams,Point Guard and Shooting Guard,"Duke University, University of Memphis",1254720,2011,2010,Portland Trail Blazers
13599,williel01,20-Jun-89,2010,Elliot Williams,Point Guard and Shooting Guard,"Duke University, University of Memphis",1348800,2012,2011,Portland Trail Blazers
13600,williel01,20-Jun-89,2010,Elliot Williams,Point Guard and Shooting Guard,"Duke University, University of Memphis",1442880,2013,2012,Portland Trail Blazers
13601,williel01,20-Jun-89,2010,Elliot Williams,Point Guard and Shooting Guard,"Duke University, University of Memphis",107676,2015,2014,New Orleans Pelicans
13602,williel01,20-Jun-89,2010,Elliot Williams,Point Guard and Shooting Guard,"Duke University, University of Memphis",53838,2015,2014,Utah Jazz
13603,williel01,20-Jun-89,2010,Elliot Williams,Point Guard and Shooting Guard,"Duke University, University of Memphis",53838,2015,2014,Charlotte Hornets
13604,williel01,20-Jun-89,2010,Elliot Williams,Point Guard and Shooting Guard,"Duke University, University of Memphis",80000,2016,2015,Charlotte Hornets
13605,williel01,20-Jun-89,2010,Elliot Williams,Point Guard and Shooting Guard,"Duke University, University of Memphis",55722,2016,2015,Memphis Grizzlies
13606,williel01,20-Jun-89,2010,Elliot Williams,Point Guard and Shooting Guard,"Duke University, University of Memphis",250000,2017,2016,Golden State Warriors
13701,willijo03,11-Oct-90,2011,Jordan Williams,Center,University of Maryland,473604,2012,2011,New Jersey Nets
13702,willijo03,11-Oct-90,2011,Jordan Williams,Center,University of Maryland,762195,2013,2012,Atlanta Hawks
13894,wilsodj01,19-Feb-96,2017,D.J. Wilson,Power Forward,University of Michigan,2135040,2018,2017,Milwaukee Bucks
13918,winslju01,26-Mar-96,2015,Justise Winslow,Power Forward and Small Forward,Duke University,2481720,2016,2015,Miami Heat
13919,winslju01,26-Mar-96,2015,Justise Winslow,Power Forward and Small Forward,Duke University,2593440,2017,2016,Miami Heat
13920,winslju01,26-Mar-96,2015,Justise Winslow,Power Forward and Small Forward,Duke University,2705040,2018,2017,Miami Heat
13924,witheje01,7-Mar-90,2013,Jeff Withey,Center,University of Kansas,816482,2015,2014,New Orleans Pelicans
13925,witheje01,7-Mar-90,2013,Jeff Withey,Center,University of Kansas,947276,2016,2015,Utah Jazz
13926,witheje01,7-Mar-90,2013,Jeff Withey,Center,University of Kansas,1015696,2017,2016,Utah Jazz
13927,witheje01,7-Mar-90,2013,Jeff Withey,Center,University of Kansas,1577320,2018,2017,Dallas Mavericks
14049,wrighde01,26-Apr-92,2015,Delon Wright,Point Guard,University of Utah,1509360,2016,2015,Toronto Raptors
14050,wrighde01,26-Apr-92,2015,Delon Wright,Point Guard,University of Utah,1577280,2017,2016,Toronto Raptors
14051,wrighde01,26-Apr-92,2015,Delon Wright,Point Guard,University of Utah,1645200,2018,2017,Toronto Raptors
14089,wroteto01,13-Apr-93,2012,Tony Wroten,Shooting Guard and Point Guard,University of Washington,1110120,2013,2012,Memphis Grizzlies
14090,wroteto01,13-Apr-93,2012,Tony Wroten,Shooting Guard and Point Guard,University of Washington,1160040,2014,2013,Memphis Grizzlies
14091,wroteto01,13-Apr-93,2012,Tony Wroten,Shooting Guard and Point Guard,University of Washington,1210080,2015,2014,Philadelphia 76ers
14092,wroteto01,13-Apr-93,2012,Tony Wroten,Shooting Guard and Point Guard,University of Washington,2179354,2016,2015,Philadelphia 76ers
14093,wroteto01,13-Apr-93,2012,Tony Wroten,Shooting Guard and Point Guard,University of Washington,167406,2016,2015,New York Knicks
14094,wroteto01,13-Apr-93,2012,Tony Wroten,Shooting Guard and Point Guard,University of Washington,25000,2017,2016,Memphis Grizzlies
14105,youngjo01,27-Jun-92,2015,Joe Young,Point Guard,"University of Houston, University of Oregon",1000000,2016,2015,Indiana Pacers
14106,youngjo01,27-Jun-92,2015,Joe Young,Point Guard,"University of Houston, University of Oregon",1052342,2017,2016,Indiana Pacers
14107,youngjo01,27-Jun-92,2015,Joe Young,Point Guard,"University of Houston, University of Oregon",1471382,2018,2017,Indiana Pacers
14137,zelleco01,5-Oct-92,2013,Cody Zeller,Center,Indiana University,3857040,2014,2013,Charlotte Bobcats
14138,zelleco01,5-Oct-92,2013,Cody Zeller,Center,Indiana University,4030560,2015,2014,Charlotte Hornets
14139,zelleco01,5-Oct-92,2013,Cody Zeller,Center,Indiana University,4204200,2016,2015,Charlotte Hornets
14140,zelleco01,5-Oct-92,2013,Cody Zeller,Center,Indiana University,5318313,2017,2016,Charlotte Hornets
14141,zelleco01,5-Oct-92,2013,Cody Zeller,Center,Indiana University,12584270,2018,2017,Charlotte Hornets
14143,zellety01,17-Jan-90,2012,Tyler Zeller,Center,University of North Carolina,1563120,2013,2012,Cleveland Cavaliers
14144,zellety01,17-Jan-90,2012,Tyler Zeller,Center,University of North Carolina,1633440,2014,2013,Cleveland Cavaliers
14145,zellety01,17-Jan-90,2012,Tyler Zeller,Center,University of North Carolina,1703760,2015,2014,Boston Celtics
14146,zellety01,17-Jan-90,2012,Tyler Zeller,Center,University of North Carolina,2616975,2016,2015,Boston Celtics
14147,zellety01,17-Jan-90,2012,Tyler Zeller,Center,University of North Carolina,8000000,2017,2016,Boston Celtics
14148,zellety01,17-Jan-90,2012,Tyler Zeller,Center,University of North Carolina,1709538,2018,2017,Milwaukee Bucks
