,player_id,birthDate,draft_year,name,position,college,salary,season_end,season_start,team
2740,crawfjo02,23-Oct-88,2010,Jordan Crawford,Shooting Guard and Point Guard,"Indiana University, Xavier University",1120440,2012,2011,Washington Wizards
2741,crawfjo02,23-Oct-88,2010,Jordan Crawford,Shooting Guard and Point Guard,"Indiana University, Xavier University",1198680,2013,2012,Boston Celtics
2742,crawfjo02,23-Oct-88,2010,Jordan Crawford,Shooting Guard and Point Guard,"Indiana University, Xavier University",2162419,2014,2013,Boston Celtics
2743,crawfjo02,23-Oct-88,2010,Jordan Crawford,Shooting Guard and Point Guard,"Indiana University, Xavier University",234915,2017,2016,New Orleans Pelicans
2744,crawfjo02,23-Oct-88,2010,Jordan Crawford,Shooting Guard and Point Guard,"Indiana University, Xavier University",308190,2018,2017,New Orleans Pelicans
2779,crowdja01,6-Jul-90,2012,Jae Crowder,Small Forward,Marquette University,600491,2013,2012,Dallas Mavericks
2780,crowdja01,6-Jul-90,2012,Jae Crowder,Small Forward,Marquette University,788872,2014,2013,Dallas Mavericks
2781,crowdja01,6-Jul-90,2012,Jae Crowder,Small Forward,Marquette University,915243,2015,2014,Boston Celtics
2782,crowdja01,6-Jul-90,2012,Jae Crowder,Small Forward,Marquette University,6000000,2016,2015,Boston Celtics
2783,crowdja01,6-Jul-90,2012,Jae Crowder,Small Forward,Marquette University,6286408,2017,2016,Boston Celtics
2784,crowdja01,6-Jul-90,2012,Jae Crowder,Small Forward,Marquette University,6796117,2018,2017,Utah Jazz
2816,cunnija01,22-May-91,2012,Jared Cunningham,Shooting Guard,Oregon State University,1156320,2013,2012,Dallas Mavericks
2817,cunnija01,22-May-91,2012,Jared Cunningham,Shooting Guard,Oregon State University,1208400,2014,2013,Atlanta Hawks
2818,cunnija01,22-May-91,2012,Jared Cunningham,Shooting Guard,Oregon State University,981348,2016,2015,Orlando Magic
2819,cunnija01,22-May-91,2012,Jared Cunningham,Shooting Guard,Oregon State University,57726,2016,2015,Milwaukee Bucks
2989,davisan02,11-Mar-93,2012,Anthony Davis,Power Forward and Center,University of Kentucky,5144280,2013,2012,New Orleans Hornets
2990,davisan02,11-Mar-93,2012,Anthony Davis,Power Forward and Center,University of Kentucky,5375760,2014,2013,New Orleans Pelicans
2991,davisan02,11-Mar-93,2012,Anthony Davis,Power Forward and Center,University of Kentucky,5607240,2015,2014,New Orleans Pelicans
2992,davisan02,11-Mar-93,2012,Anthony Davis,Power Forward and Center,University of Kentucky,7070730,2016,2015,New Orleans Pelicans
2993,davisan02,11-Mar-93,2012,Anthony Davis,Power Forward and Center,University of Kentucky,22116750,2017,2016,New Orleans Pelicans
2994,davisan02,11-Mar-93,2012,Anthony Davis,Power Forward and Center,University of Kentucky,23775506,2018,2017,New Orleans Pelicans
3053,davisde01,2-Dec-96,2016,Deyonta Davis,Center,Michigan State University,1369229,2017,2016,Memphis Grizzlies
3054,davisde01,2-Dec-96,2016,Deyonta Davis,Center,Michigan State University,1312611,2018,2017,Memphis Grizzlies
3055,davised01,5-Jun-89,2010,Ed Davis,Center and Power Forward,University of North Carolina,1919160,2011,2010,Toronto Raptors
3056,davised01,5-Jun-89,2010,Ed Davis,Center and Power Forward,University of North Carolina,2063040,2012,2011,Toronto Raptors
3057,davised01,5-Jun-89,2010,Ed Davis,Center and Power Forward,University of North Carolina,2207040,2013,2012,Memphis Grizzlies
3058,davised01,5-Jun-89,2010,Ed Davis,Center and Power Forward,University of North Carolina,3153860,2014,2013,Memphis Grizzlies
3059,davised01,5-Jun-89,2010,Ed Davis,Center and Power Forward,University of North Carolina,981084,2015,2014,Los Angeles Lakers
3060,davised01,5-Jun-89,2010,Ed Davis,Center and Power Forward,University of North Carolina,7000000,2016,2015,Portland Trail Blazers
3061,davised01,5-Jun-89,2010,Ed Davis,Center and Power Forward,University of North Carolina,6666667,2017,2016,Portland Trail Blazers
3062,davised01,5-Jun-89,2010,Ed Davis,Center and Power Forward,University of North Carolina,6352531,2018,2017,Portland Trail Blazers
3149,dawsobr01,1-Feb-93,2015,Branden Dawson,Power Forward,Michigan State University,525093,2016,2015,Los Angeles Clippers
3194,dekkesa01,6-May-94,2015,Sam Dekker,Power Forward,University of Wisconsin,1646400,2016,2015,Houston Rockets
3195,dekkesa01,6-May-94,2015,Sam Dekker,Power Forward,University of Wisconsin,1720560,2017,2016,Houston Rockets
3196,dekkesa01,6-May-94,2015,Sam Dekker,Power Forward,University of Wisconsin,1794600,2018,2017,Los Angeles Clippers
3274,diallch01,13-Sep-96,2016,Cheick Diallo,Power Forward,University of Kansas,543471,2017,2016,New Orleans Pelicans
3275,diallch01,13-Sep-96,2016,Cheick Diallo,Power Forward,University of Kansas,1312611,2018,2017,New Orleans Pelicans
3317,dienggo01,18-Jan-90,2013,Gorgui Dieng,Center and Power Forward,University of Louisville,1352640,2014,2013,Minnesota Timberwolves
3318,dienggo01,18-Jan-90,2013,Gorgui Dieng,Center and Power Forward,University of Louisville,1413480,2015,2014,Minnesota Timberwolves
3319,dienggo01,18-Jan-90,2013,Gorgui Dieng,Center and Power Forward,University of Louisville,1474440,2016,2015,Minnesota Timberwolves
3320,dienggo01,18-Jan-90,2013,Gorgui Dieng,Center and Power Forward,University of Louisville,2348783,2017,2016,Minnesota Timberwolves
3321,dienggo01,18-Jan-90,2013,Gorgui Dieng,Center and Power Forward,University of Louisville,14112360,2018,2017,Minnesota Timberwolves
3322,dinwisp01,6-Apr-93,2014,Spencer Dinwiddie,Point Guard,University of Colorado,700000,2015,2014,Detroit Pistons
3323,dinwisp01,6-Apr-93,2014,Spencer Dinwiddie,Point Guard,University of Colorado,845059,2016,2015,Detroit Pistons
3324,dinwisp01,6-Apr-93,2014,Spencer Dinwiddie,Point Guard,University of Colorado,726672,2017,2016,Brooklyn Nets
3325,dinwisp01,6-Apr-93,2014,Spencer Dinwiddie,Point Guard,University of Colorado,1524305,2018,2017,Brooklyn Nets
3402,dorsety01,18-Feb-96,2017,Tyler Dorsey,Shooting Guard,University of Oregon,815615,2018,2017,Atlanta Hawks
3403,dotsoda01,6-May-94,2017,Damyean Dotson,Shooting Guard,"University of Oregon, University of Houston",1100000,2018,2017,New York Knicks
3487,drumman01,10-Aug-93,2012,Andre Drummond,Center,University of Connecticut,2356320,2013,2012,Detroit Pistons
3488,drumman01,10-Aug-93,2012,Andre Drummond,Center,University of Connecticut,2462400,2014,2013,Detroit Pistons
3489,drumman01,10-Aug-93,2012,Andre Drummond,Center,University of Connecticut,2568360,2015,2014,Detroit Pistons
3490,drumman01,10-Aug-93,2012,Andre Drummond,Center,University of Connecticut,3272091,2016,2015,Detroit Pistons
3491,drumman01,10-Aug-93,2012,Andre Drummond,Center,University of Connecticut,22116750,2017,2016,Detroit Pistons
3492,drumman01,10-Aug-93,2012,Andre Drummond,Center,University of Connecticut,23775506,2018,2017,Detroit Pistons
3600,dunnkr01,18-Mar-94,2016,Kris Dunn,Point Guard,Providence College,3872520,2017,2016,Minnesota Timberwolves
3601,dunnkr01,18-Mar-94,2016,Kris Dunn,Point Guard,Providence College,4046760,2018,2017,Chicago Bulls
3631,earlycl01,17-Apr-91,2014,Cleanthony Early,Small Forward,Wichita State University,507336,2015,2014,New York Knicks
3632,earlycl01,17-Apr-91,2014,Cleanthony Early,Small Forward,Wichita State University,845059,2016,2015,New York Knicks
3642,ebankde01,28-Oct-89,2010,Devin Ebanks,Shooting Guard and Small Forward,West Virginia University,473604,2011,2010,Los Angeles Lakers
3643,ebankde01,28-Oct-89,2010,Devin Ebanks,Shooting Guard and Small Forward,West Virginia University,762195,2012,2011,Los Angeles Lakers
3644,ebankde01,28-Oct-89,2010,Devin Ebanks,Shooting Guard and Small Forward,West Virginia University,1054389,2013,2012,Los Angeles Lakers
3746,ellenhe01,13-Jan-97,2016,Henry Ellenson,Power Forward,Marquette University,1704120,2017,2016,Detroit Pistons
3747,ellenhe01,13-Jan-97,2016,Henry Ellenson,Power Forward,Marquette University,1780800,2018,2017,Detroit Pistons
3845,embiijo01,16-Mar-94,2014,Joel Embiid,Center,University of Kansas,4427640,2015,2014,Philadelphia 76ers
3846,embiijo01,16-Mar-94,2014,Joel Embiid,Center,University of Kansas,4626960,2016,2015,Philadelphia 76ers
3847,embiijo01,16-Mar-94,2014,Joel Embiid,Center,University of Kansas,4826160,2017,2016,Philadelphia 76ers
3848,embiijo01,16-Mar-94,2014,Joel Embiid,Center,University of Kansas,6100266,2018,2017,Philadelphia 76ers
3867,engliki01,24-Sep-88,2012,Kim English,Shooting Guard,University of Missouri,473604,2013,2012,Detroit Pistons
3868,ennisja01,1-Jul-90,2013,James Ennis,Small Forward,"California State University, Long Beach",507336,2015,2014,Miami Heat
3869,ennisja01,1-Jul-90,2013,James Ennis,Small Forward,"California State University, Long Beach",845059,2016,2015,Memphis Grizzlies
3870,ennisja01,1-Jul-90,2013,James Ennis,Small Forward,"California State University, Long Beach",74564,2016,2015,New Orleans Pelicans
3871,ennisja01,1-Jul-90,2013,James Ennis,Small Forward,"California State University, Long Beach",2898000,2017,2016,Memphis Grizzlies
3872,ennisja01,1-Jul-90,2013,James Ennis,Small Forward,"California State University, Long Beach",3028410,2018,2017,Detroit Pistons
3873,ennisty01,24-Aug-94,2014,Tyler Ennis,Point Guard,Syracuse University,1590720,2015,2014,Milwaukee Bucks
3874,ennisty01,24-Aug-94,2014,Tyler Ennis,Point Guard,Syracuse University,1662360,2016,2015,Milwaukee Bucks
3875,ennisty01,24-Aug-94,2014,Tyler Ennis,Point Guard,Syracuse University,1733880,2017,2016,Los Angeles Lakers
3876,ennisty01,24-Aug-94,2014,Tyler Ennis,Point Guard,Syracuse University,1524305,2018,2017,Los Angeles Lakers
3892,evansja01,26-Jul-96,2017,Jawun Evans,Point Guard,Oklahoma State University,815615,2018,2017,Los Angeles Clippers
3893,evansje01,24-Oct-87,2010,Jeremy Evans,Power Forward and Small Forward,Western Kentucky University,473604,2011,2010,Utah Jazz
3894,evansje01,24-Oct-87,2010,Jeremy Evans,Power Forward and Small Forward,Western Kentucky University,762195,2012,2011,Utah Jazz
3895,evansje01,24-Oct-87,2010,Jeremy Evans,Power Forward and Small Forward,Western Kentucky University,1794872,2013,2012,Utah Jazz
3896,evansje01,24-Oct-87,2010,Jeremy Evans,Power Forward and Small Forward,Western Kentucky University,1660257,2014,2013,Utah Jazz
3897,evansje01,24-Oct-87,2010,Jeremy Evans,Power Forward and Small Forward,Western Kentucky University,1794871,2015,2014,Utah Jazz
3898,evansje01,24-Oct-87,2010,Jeremy Evans,Power Forward and Small Forward,Western Kentucky University,1100602,2016,2015,Dallas Mavericks
3899,evansje01,24-Oct-87,2010,Jeremy Evans,Power Forward and Small Forward,Western Kentucky University,1227286,2017,2016,Indiana Pacers
3900,evansje01,24-Oct-87,2010,Jeremy Evans,Power Forward and Small Forward,Western Kentucky University,133129,2018,2017,Atlanta Hawks
3963,ezelife01,21-Oct-89,2012,Festus Ezeli,Center,Vanderbilt University,1020960,2013,2012,Golden State Warriors
3964,ezelife01,21-Oct-89,2012,Festus Ezeli,Center,Vanderbilt University,1066920,2014,2013,Golden State Warriors
3965,ezelife01,21-Oct-89,2012,Festus Ezeli,Center,Vanderbilt University,1112880,2015,2014,Golden State Warriors
3966,ezelife01,21-Oct-89,2012,Festus Ezeli,Center,Vanderbilt University,2008748,2016,2015,Golden State Warriors
3967,ezelife01,21-Oct-89,2012,Festus Ezeli,Center,Vanderbilt University,7400000,2017,2016,Portland Trail Blazers
3968,ezelife01,21-Oct-89,2012,Festus Ezeli,Center,Vanderbilt University,333334,2018,2017,Portland Trail Blazers
3969,farieke01,19-Nov-89,2011,Kenneth Faried,Center and Power Forward,Morehead State University,1254720,2012,2011,Denver Nuggets
3970,farieke01,19-Nov-89,2011,Kenneth Faried,Center and Power Forward,Morehead State University,1348800,2013,2012,Denver Nuggets
3971,farieke01,19-Nov-89,2011,Kenneth Faried,Center and Power Forward,Morehead State University,1367640,2014,2013,Denver Nuggets
3972,farieke01,19-Nov-89,2011,Kenneth Faried,Center and Power Forward,Morehead State University,2249768,2015,2014,Denver Nuggets
3973,farieke01,19-Nov-89,2011,Kenneth Faried,Center and Power Forward,Morehead State University,11235955,2016,2015,Denver Nuggets
3974,farieke01,19-Nov-89,2011,Kenneth Faried,Center and Power Forward,Morehead State University,12078652,2017,2016,Denver Nuggets
3975,farieke01,19-Nov-89,2011,Kenneth Faried,Center and Power Forward,Morehead State University,12921348,2018,2017,Denver Nuggets
3996,favorde01,15-Jul-91,2010,Derrick Favors,Center and Power Forward,Georgia Institute of Technology,4133280,2011,2010,Utah Jazz
3997,favorde01,15-Jul-91,2010,Derrick Favors,Center and Power Forward,Georgia Institute of Technology,4443360,2012,2011,Utah Jazz
3998,favorde01,15-Jul-91,2010,Derrick Favors,Center and Power Forward,Georgia Institute of Technology,4753320,2013,2012,Utah Jazz
3999,favorde01,15-Jul-91,2010,Derrick Favors,Center and Power Forward,Georgia Institute of Technology,6008196,2014,2013,Utah Jazz
4000,favorde01,15-Jul-91,2010,Derrick Favors,Center and Power Forward,Georgia Institute of Technology,12833333,2015,2014,Utah Jazz
4001,favorde01,15-Jul-91,2010,Derrick Favors,Center and Power Forward,Georgia Institute of Technology,11933333,2016,2015,Utah Jazz
4002,favorde01,15-Jul-91,2010,Derrick Favors,Center and Power Forward,Georgia Institute of Technology,11050000,2017,2016,Utah Jazz
4003,favorde01,15-Jul-91,2010,Derrick Favors,Center and Power Forward,Georgia Institute of Technology,12000000,2018,2017,Utah Jazz
4018,felixca01,17-Aug-90,2013,Carrick Felix,Shooting Guard,Arizona State University,816482,2015,2014,Utah Jazz
4019,felixca01,17-Aug-90,2013,Carrick Felix,Shooting Guard,Arizona State University,140902,2018,2017,Washington Wizards
4071,fieldla01,27-Jun-88,2010,Landry Fields,Shooting Guard and Small Forward,Stanford University,473604,2011,2010,New York Knicks
4072,fieldla01,27-Jun-88,2010,Landry Fields,Shooting Guard and Small Forward,Stanford University,762195,2012,2011,New York Knicks
4073,fieldla01,27-Jun-88,2010,Landry Fields,Shooting Guard and Small Forward,Stanford University,6250000,2013,2012,Toronto Raptors
4074,fieldla01,27-Jun-88,2010,Landry Fields,Shooting Guard and Small Forward,Stanford University,6250000,2014,2013,Toronto Raptors
4075,fieldla01,27-Jun-88,2010,Landry Fields,Shooting Guard and Small Forward,Stanford University,6250000,2015,2014,Toronto Raptors
4224,foxde01,20-Dec-97,2017,De'Aaron Fox,Point Guard,University of Kentucky,4609200,2018,2017,Sacramento Kings
4284,frankja01,21-Jul-91,2013,Jamaal Franklin,Shooting Guard,San Diego State University,163296,2015,2014,Memphis Grizzlies
4285,frankja01,21-Jul-91,2013,Jamaal Franklin,Shooting Guard,San Diego State University,19914,2015,2014,Denver Nuggets
4286,frankja01,21-Jul-91,2013,Jamaal Franklin,Shooting Guard,San Diego State University,163296,2016,2015,Memphis Grizzlies
4287,frankja01,21-Jul-91,2013,Jamaal Franklin,Shooting Guard,San Diego State University,163296,2017,2016,Memphis Grizzlies
4288,frankja01,21-Jul-91,2013,Jamaal Franklin,Shooting Guard,San Diego State University,163296,2018,2017,Memphis Grizzlies
4298,fredeji01,25-Feb-89,2011,Jimmer Fredette,Shooting Guard and Point Guard,Brigham Young University,2238360,2012,2011,Sacramento Kings
4299,fredeji01,25-Feb-89,2011,Jimmer Fredette,Shooting Guard and Point Guard,Brigham Young University,2406240,2013,2012,Sacramento Kings
4300,fredeji01,25-Feb-89,2011,Jimmer Fredette,Shooting Guard and Point Guard,Brigham Young University,2439840,2014,2013,Sacramento Kings
4301,fredeji01,25-Feb-89,2011,Jimmer Fredette,Shooting Guard and Point Guard,Brigham Young University,948163,2015,2014,New Orleans Pelicans
4302,fredeji01,25-Feb-89,2011,Jimmer Fredette,Shooting Guard and Point Guard,Brigham Young University,507711,2016,2015,San Antonio Spurs
4303,fredeji01,25-Feb-89,2011,Jimmer Fredette,Shooting Guard and Point Guard,Brigham Young University,59731,2016,2015,New York Knicks
4304,fredeji01,25-Feb-89,2011,Jimmer Fredette,Shooting Guard and Point Guard,Brigham Young University,54812,2016,2015,New Orleans Pelicans
4332,fultzma01,29-May-98,2017,Markelle Fultz,Shooting Guard,University of Washington,7026240,2018,2017,Philadelphia 76ers
4517,gbinimi01,5-Jun-92,2016,Michael Gbinije,Shooting Guard,"Duke University, Syracuse University",650000,2017,2016,Detroit Pistons
4518,gbinimi01,5-Jun-92,2016,Michael Gbinije,Shooting Guard,"Duke University, Syracuse University",500000,2018,2017,Detroit Pistons
4556,georgpa01,2-May-90,2010,Paul George,Small Forward and Shooting Guard,"California State University, Fresno",2238360,2011,2010,Indiana Pacers
4557,georgpa01,2-May-90,2010,Paul George,Small Forward and Shooting Guard,"California State University, Fresno",2406240,2012,2011,Indiana Pacers
4558,georgpa01,2-May-90,2010,Paul George,Small Forward and Shooting Guard,"California State University, Fresno",2574120,2013,2012,Indiana Pacers
4559,georgpa01,2-May-90,2010,Paul George,Small Forward and Shooting Guard,"California State University, Fresno",3282003,2014,2013,Indiana Pacers
4560,georgpa01,2-May-90,2010,Paul George,Small Forward and Shooting Guard,"California State University, Fresno",15925680,2015,2014,Indiana Pacers
4561,georgpa01,2-May-90,2010,Paul George,Small Forward and Shooting Guard,"California State University, Fresno",17120106,2016,2015,Indiana Pacers
4562,georgpa01,2-May-90,2010,Paul George,Small Forward and Shooting Guard,"California State University, Fresno",18314532,2017,2016,Indiana Pacers
4563,georgpa01,2-May-90,2010,Paul George,Small Forward and Shooting Guard,"California State University, Fresno",19508958,2018,2017,Oklahoma City Thunder
4598,gilesha01,22-Apr-98,2017,Harry Giles,Power Forward,Duke University,1859400,2018,2017,Sacramento Kings
4718,goodwar01,17-Aug-94,2013,Archie Goodwin,Point Guard and Shooting Guard,University of Kentucky,1064400,2014,2013,Phoenix Suns
4719,goodwar01,17-Aug-94,2013,Archie Goodwin,Point Guard and Shooting Guard,University of Kentucky,1112280,2015,2014,Phoenix Suns
4720,goodwar01,17-Aug-94,2013,Archie Goodwin,Point Guard and Shooting Guard,University of Kentucky,1160160,2016,2015,Phoenix Suns
4721,goodwar01,17-Aug-94,2013,Archie Goodwin,Point Guard and Shooting Guard,University of Kentucky,2094089,2017,2016,Phoenix Suns
4722,goodwar01,17-Aug-94,2013,Archie Goodwin,Point Guard and Shooting Guard,University of Kentucky,194494,2017,2016,Brooklyn Nets
4723,goodwar01,17-Aug-94,2013,Archie Goodwin,Point Guard and Shooting Guard,University of Kentucky,95600,2017,2016,New Orleans Pelicans
4724,gordoaa01,16-Sep-95,2014,Aaron Gordon,Power Forward and Small Forward,University of Arizona,3992040,2015,2014,Orlando Magic
4725,gordoaa01,16-Sep-95,2014,Aaron Gordon,Power Forward and Small Forward,University of Arizona,4171680,2016,2015,Orlando Magic
4726,gordoaa01,16-Sep-95,2014,Aaron Gordon,Power Forward and Small Forward,University of Arizona,4351320,2017,2016,Orlando Magic
4727,gordoaa01,16-Sep-95,2014,Aaron Gordon,Power Forward and Small Forward,University of Arizona,5504420,2018,2017,Orlando Magic
4762,goudean01,7-Dec-88,2011,Andrew Goudelock,Point Guard and Shooting Guard,College of Charleston,473604,2012,2011,Los Angeles Lakers
4763,goudean01,7-Dec-88,2011,Andrew Goudelock,Point Guard and Shooting Guard,College of Charleston,200600,2016,2015,Houston Rockets
4862,grantje01,12-Mar-94,2014,Jerami Grant,Small Forward and Power Forward,Syracuse University,884879,2015,2014,Philadelphia 76ers
4863,grantje01,12-Mar-94,2014,Jerami Grant,Small Forward and Power Forward,Syracuse University,845059,2016,2015,Philadelphia 76ers
4864,grantje01,12-Mar-94,2014,Jerami Grant,Small Forward and Power Forward,Syracuse University,980431,2017,2016,Oklahoma City Thunder
4865,grantje01,12-Mar-94,2014,Jerami Grant,Small Forward and Power Forward,Syracuse University,1524305,2018,2017,Oklahoma City Thunder
4866,grantje02,9-Oct-92,2015,Jerian Grant,Point Guard,University of Notre Dame,1572360,2016,2015,New York Knicks
4867,grantje02,9-Oct-92,2015,Jerian Grant,Point Guard,University of Notre Dame,1643040,2017,2016,Chicago Bulls
4868,grantje02,9-Oct-92,2015,Jerian Grant,Point Guard,University of Notre Dame,1713840,2018,2017,Chicago Bulls
4925,greendr01,4-Mar-90,2012,Draymond Green,Small Forward and Power Forward,Michigan State University,850000,2013,2012,Golden State Warriors
4926,greendr01,4-Mar-90,2012,Draymond Green,Small Forward and Power Forward,Michigan State University,875500,2014,2013,Golden State Warriors
4927,greendr01,4-Mar-90,2012,Draymond Green,Small Forward and Power Forward,Michigan State University,915243,2015,2014,Golden State Warriors
4928,greendr01,4-Mar-90,2012,Draymond Green,Small Forward and Power Forward,Michigan State University,14300000,2016,2015,Golden State Warriors
4929,greendr01,4-Mar-90,2012,Draymond Green,Small Forward and Power Forward,Michigan State University,15330435,2017,2016,Golden State Warriors
4930,greendr01,4-Mar-90,2012,Draymond Green,Small Forward and Power Forward,Michigan State University,16400000,2018,2017,Golden State Warriors
4931,greener01,9-May-91,2013,Erick Green,Point Guard,Virginia Polytechnic Institute and State University,507336,2015,2014,Denver Nuggets
4932,greener01,9-May-91,2013,Erick Green,Point Guard,Virginia Polytechnic Institute and State University,100000,2016,2015,Denver Nuggets
4933,greener01,9-May-91,2013,Erick Green,Point Guard,Virginia Polytechnic Institute and State University,99418,2016,2015,Utah Jazz
5078,hairspj02,24-Dec-92,2014,P.J. Hairston,Small Forward and Shooting Guard,University of North Carolina,1149720,2015,2014,Charlotte Hornets
5079,hairspj02,24-Dec-92,2014,P.J. Hairston,Small Forward and Shooting Guard,University of North Carolina,1201440,2016,2015,Memphis Grizzlies
5080,hairspj02,24-Dec-92,2014,P.J. Hairston,Small Forward and Shooting Guard,University of North Carolina,11534,2017,2016,Houston Rockets
5105,hamiljo02,6-Oct-90,2011,Jordan Hamilton,Small Forward,University of Texas at Austin,1073286,2012,2011,Denver Nuggets
5106,hamiljo02,6-Oct-90,2011,Jordan Hamilton,Small Forward,University of Texas at Austin,1153800,2013,2012,Denver Nuggets
5107,hamiljo02,6-Oct-90,2011,Jordan Hamilton,Small Forward,University of Texas at Austin,1169880,2014,2013,Denver Nuggets
5108,hamiljo02,6-Oct-90,2011,Jordan Hamilton,Small Forward,University of Texas at Austin,150591,2015,2014,Los Angeles Clippers
5109,hamiljo02,6-Oct-90,2011,Jordan Hamilton,Small Forward,University of Texas at Austin,119462,2016,2015,New Orleans Pelicans
5110,hamilju01,1-Apr-90,2012,Justin Hamilton,Center,"Iowa State University, Louisiana State University",816482,2015,2014,Minnesota Timberwolves
5111,hamilju01,1-Apr-90,2012,Justin Hamilton,Center,"Iowa State University, Louisiana State University",3000000,2017,2016,Brooklyn Nets
5112,hamilju01,1-Apr-90,2012,Justin Hamilton,Center,"Iowa State University, Louisiana State University",1000000,2018,2017,Toronto Raptors
5149,hammoaj01,27-Aug-92,2016,A.J. Hammons,Center,Purdue University,650000,2017,2016,Dallas Mavericks
5150,hammoaj01,27-Aug-92,2016,A.J. Hammons,Center,Purdue University,1312611,2018,2017,Miami Heat
5177,haranlu01,2-Jan-88,2010,Luke Harangody,Power Forward,University of Notre Dame,473604,2011,2010,Cleveland Cavaliers
5178,haranlu01,2-Jan-88,2010,Luke Harangody,Power Forward,University of Notre Dame,762195,2012,2011,Cleveland Cavaliers
5179,haranlu01,2-Jan-88,2010,Luke Harangody,Power Forward,University of Notre Dame,1054389,2013,2012,Cleveland Cavaliers
5207,hardati02,16-Mar-92,2013,Tim Hardaway Jr.,Shooting Guard,University of Michigan,1196760,2014,2013,New York Knicks
5208,hardati02,16-Mar-92,2013,Tim Hardaway Jr.,Shooting Guard,University of Michigan,1250640,2015,2014,New York Knicks
5209,hardati02,16-Mar-92,2013,Tim Hardaway Jr.,Shooting Guard,University of Michigan,1304520,2016,2015,Atlanta Hawks
5210,hardati02,16-Mar-92,2013,Tim Hardaway Jr.,Shooting Guard,University of Michigan,2281605,2017,2016,Atlanta Hawks
5211,hardati02,16-Mar-92,2013,Tim Hardaway Jr.,Shooting Guard,University of Michigan,16500000,2018,2017,New York Knicks
5221,harklma01,11-May-93,2012,Maurice Harkless,Small Forward,St. John's University,1731960,2013,2012,Orlando Magic
5222,harklma01,11-May-93,2012,Maurice Harkless,Small Forward,St. John's University,1809840,2014,2013,Orlando Magic
5223,harklma01,11-May-93,2012,Maurice Harkless,Small Forward,St. John's University,1887840,2015,2014,Orlando Magic
5224,harklma01,11-May-93,2012,Maurice Harkless,Small Forward,St. John's University,2894059,2016,2015,Portland Trail Blazers
5225,harklma01,11-May-93,2012,Maurice Harkless,Small Forward,St. John's University,8988764,2017,2016,Portland Trail Blazers
5226,harklma01,11-May-93,2012,Maurice Harkless,Small Forward,St. John's University,10162922,2018,2017,Portland Trail Blazers
5241,harpeju01,30-Aug-89,2011,Justin Harper,Power Forward,University of Richmond,473604,2012,2011,Orlando Magic
5242,harpeju01,30-Aug-89,2011,Justin Harper,Power Forward,University of Richmond,762195,2013,2012,Orlando Magic
5243,harpeju01,30-Aug-89,2011,Justin Harper,Power Forward,University of Richmond,99418,2016,2015,Detroit Pistons
5244,harpeju01,30-Aug-89,2011,Justin Harper,Power Forward,University of Richmond,57672,2017,2016,Philadelphia 76ers
5270,harremo01,26-Jan-94,2015,Montrezl Harrell,Power Forward and Center,University of Louisville,1000000,2016,2015,Houston Rockets
5271,harremo01,26-Jan-94,2015,Montrezl Harrell,Power Forward and Center,University of Louisville,1045000,2017,2016,Houston Rockets
5272,harremo01,26-Jan-94,2015,Montrezl Harrell,Power Forward and Center,University of Louisville,1471382,2018,2017,Los Angeles Clippers
5273,harrejo01,12-Feb-89,2011,Josh Harrellson,Power Forward and Center,University of Kentucky,473604,2012,2011,New York Knicks
5274,harrejo01,12-Feb-89,2011,Josh Harrellson,Power Forward and Center,University of Kentucky,354197,2013,2012,Miami Heat
5275,harrejo01,12-Feb-89,2011,Josh Harrellson,Power Forward and Center,University of Kentucky,884293,2014,2013,Detroit Pistons
5323,harriga01,14-Sep-94,2014,Gary Harris,Shooting Guard,Michigan State University,1519200,2015,2014,Denver Nuggets
5324,harriga01,14-Sep-94,2014,Gary Harris,Shooting Guard,Michigan State University,1587480,2016,2015,Denver Nuggets
5325,harriga01,14-Sep-94,2014,Gary Harris,Shooting Guard,Michigan State University,1655880,2017,2016,Denver Nuggets
5326,harriga01,14-Sep-94,2014,Gary Harris,Shooting Guard,Michigan State University,2550055,2018,2017,Denver Nuggets
5327,harrijo01,6-Sep-91,2014,Joe Harris,Shooting Guard,University of Virginia,884879,2015,2014,Cleveland Cavaliers
5328,harrijo01,6-Sep-91,2014,Joe Harris,Shooting Guard,University of Virginia,845059,2016,2015,Orlando Magic
5329,harrijo01,6-Sep-91,2014,Joe Harris,Shooting Guard,University of Virginia,980431,2017,2016,Brooklyn Nets
5330,harrijo01,6-Sep-91,2014,Joe Harris,Shooting Guard,University of Virginia,1524305,2018,2017,Brooklyn Nets
5351,harrito02,15-Jul-92,2011,Tobias Harris,Power Forward and Small Forward,University of Tennessee,1418160,2012,2011,Milwaukee Bucks
5352,harrito02,15-Jul-92,2011,Tobias Harris,Power Forward and Small Forward,University of Tennessee,1524480,2013,2012,Orlando Magic
5353,harrito02,15-Jul-92,2011,Tobias Harris,Power Forward and Small Forward,University of Tennessee,1545840,2014,2013,Orlando Magic
5354,harrito02,15-Jul-92,2011,Tobias Harris,Power Forward and Small Forward,University of Tennessee,2380594,2015,2014,Orlando Magic
5355,harrito02,15-Jul-92,2011,Tobias Harris,Power Forward and Small Forward,University of Tennessee,16000000,2016,2015,Detroit Pistons
5356,harrito02,15-Jul-92,2011,Tobias Harris,Power Forward and Small Forward,University of Tennessee,17200000,2017,2016,Detroit Pistons
