,_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,league,player_id,salary,season,season_end,season_start,team
12495,thomptr01,13-Mar-91,"Toronto, Canada",0.9,51.9,0,61,562,15.4,9.2,8.6,40,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,10-Jun,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb,NBA,thomptr01,4062000,2013-14,2014,2013,Cleveland Cavaliers
12496,thomptr01,13-Mar-91,"Toronto, Canada",0.9,51.9,0,61,562,15.4,9.2,8.6,40,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,10-Jun,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb,NBA,thomptr01,5138430,2014-15,2015,2014,Cleveland Cavaliers
12497,thomptr01,13-Mar-91,"Toronto, Canada",0.9,51.9,0,61,562,15.4,9.2,8.6,40,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,10-Jun,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb,NBA,thomptr01,14260870,2015-16,2016,2015,Cleveland Cavaliers
12498,thomptr01,13-Mar-91,"Toronto, Canada",0.9,51.9,0,61,562,15.4,9.2,8.6,40,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,10-Jun,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb,NBA,thomptr01,15330435,2016-17,2017,2016,Cleveland Cavaliers
12499,thomptr01,13-Mar-91,"Toronto, Canada",0.9,51.9,0,61,562,15.4,9.2,8.6,40,51.9,University of Texas at Austin,4th overall,1st round,Cleveland Cavaliers,2011,10-Jun,"Findlay College Prep in Henderson, Nevada",Tristan Thompson,Power Forward and Center,Left Right,238lb,NBA,thomptr01,16400000,2017-18,2018,2017,Cleveland Cavaliers
12519,thornsi01,15-Nov-94,"Lancaster, South Carolina",0.6,41.5,34.2,68.9,137,7.6,2.5,1.3,1,46.1,University of South Carolina,48th overall,2nd round,Milwaukee Bucks,2017,5-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Sindarius Thornwell,Shooting Guard,Right,215lb,NBA,thornsi01,815615,2017-18,2018,2017,Los Angeles Clippers
12608,townska01,15-Nov-95,"Edison, New Jersey",2.6,53.7,39.2,83.6,323,25,22.3,11.9,45.4,57.5,University of Kentucky,1st overall,1st round,Minnesota Timberwolves,2015,Jul-00,"St. Joseph in Metuchen, New Jersey",Karl-Anthony Towns,Center,Right,248lb,NBA,townska01,5703600,2015-16,2016,2015,Minnesota Timberwolves
12609,townska01,15-Nov-95,"Edison, New Jersey",2.6,53.7,39.2,83.6,323,25,22.3,11.9,45.4,57.5,University of Kentucky,1st overall,1st round,Minnesota Timberwolves,2015,Jul-00,"St. Joseph in Metuchen, New Jersey",Karl-Anthony Towns,Center,Right,248lb,NBA,townska01,5960160,2016-17,2017,2016,Minnesota Timberwolves
12610,townska01,15-Nov-95,"Edison, New Jersey",2.6,53.7,39.2,83.6,323,25,22.3,11.9,45.4,57.5,University of Kentucky,1st overall,1st round,Minnesota Timberwolves,2015,Jul-00,"St. Joseph in Metuchen, New Jersey",Karl-Anthony Towns,Center,Right,248lb,NBA,townska01,6216840,2017-18,2018,2017,Minnesota Timberwolves
12703,turneev01,27-Oct-88,"Chicago, Illinois",3.5,43.5,29.6,78.1,686,12,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010,7-Jun,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb,NBA,turneev01,4602720,2010-11,2011,2010,Philadelphia 76ers
12704,turneev01,27-Oct-88,"Chicago, Illinois",3.5,43.5,29.6,78.1,686,12,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010,7-Jun,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb,NBA,turneev01,4947840,2011-12,2012,2011,Philadelphia 76ers
12705,turneev01,27-Oct-88,"Chicago, Illinois",3.5,43.5,29.6,78.1,686,12,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010,7-Jun,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb,NBA,turneev01,5293080,2012-13,2013,2012,Philadelphia 76ers
12706,turneev01,27-Oct-88,"Chicago, Illinois",3.5,43.5,29.6,78.1,686,12,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010,7-Jun,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb,NBA,turneev01,6679867,2013-14,2014,2013,Philadelphia 76ers
12707,turneev01,27-Oct-88,"Chicago, Illinois",3.5,43.5,29.6,78.1,686,12,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010,7-Jun,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb,NBA,turneev01,3278000,2014-15,2015,2014,Boston Celtics
12708,turneev01,27-Oct-88,"Chicago, Illinois",3.5,43.5,29.6,78.1,686,12,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010,7-Jun,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb,NBA,turneev01,3425510,2015-16,2016,2015,Boston Celtics
12709,turneev01,27-Oct-88,"Chicago, Illinois",3.5,43.5,29.6,78.1,686,12,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010,7-Jun,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb,NBA,turneev01,16393443,2016-17,2017,2016,Portland Trail Blazers
12710,turneev01,27-Oct-88,"Chicago, Illinois",3.5,43.5,29.6,78.1,686,12,9.9,4.7,20.5,45.6,Ohio State University,2nd overall,1st round,Philadelphia 76ers,2010,7-Jun,"St. Joseph in Westchester, Illinois",Evan Turner,Small Forward and Shooting Guard and Point Guard,Right,220lb,NBA,turneev01,17131148,2017-18,2018,2017,Portland Trail Blazers
12720,turnemy01,24-Mar-96,"Bedford, Texas",1.2,49.5,36.3,77.1,280,17.4,12.9,6.7,22.1,52.6,University of Texas at Austin,11th overall,1st round,Indiana Pacers,2015,11-Jun,"Trinity in Euless, Texas",Myles Turner,Center,Right,250lb,NBA,turnemy01,2357760,2015-16,2016,2015,Indiana Pacers
12721,turnemy01,24-Mar-96,"Bedford, Texas",1.2,49.5,36.3,77.1,280,17.4,12.9,6.7,22.1,52.6,University of Texas at Austin,11th overall,1st round,Indiana Pacers,2015,11-Jun,"Trinity in Euless, Texas",Myles Turner,Center,Right,250lb,NBA,turnemy01,2463840,2016-17,2017,2016,Indiana Pacers
12722,turnemy01,24-Mar-96,"Bedford, Texas",1.2,49.5,36.3,77.1,280,17.4,12.9,6.7,22.1,52.6,University of Texas at Austin,11th overall,1st round,Indiana Pacers,2015,11-Jun,"Trinity in Euless, Texas",Myles Turner,Center,Right,250lb,NBA,turnemy01,2569920,2017-18,2018,2017,Indiana Pacers
12741,udohek01,20-May-87,"Edmond, Oklahoma",0.7,45.3,0,71.8,384,12,3.5,2.9,10.4,45.3,"University of Michigan, Baylor University",6th overall,1st round,Golden State Warriors,2010,10-Jun,"Sante Fe in Edmond, Oklahoma",Ekpe Udoh,Power Forward and Center,Right,245lb,NBA,udohek01,3065040,2010-11,2011,2010,Golden State Warriors
12742,udohek01,20-May-87,"Edmond, Oklahoma",0.7,45.3,0,71.8,384,12,3.5,2.9,10.4,45.3,"University of Michigan, Baylor University",6th overall,1st round,Golden State Warriors,2010,10-Jun,"Sante Fe in Edmond, Oklahoma",Ekpe Udoh,Power Forward and Center,Right,245lb,NBA,udohek01,3294960,2011-12,2012,2011,Golden State Warriors
12743,udohek01,20-May-87,"Edmond, Oklahoma",0.7,45.3,0,71.8,384,12,3.5,2.9,10.4,45.3,"University of Michigan, Baylor University",6th overall,1st round,Golden State Warriors,2010,10-Jun,"Sante Fe in Edmond, Oklahoma",Ekpe Udoh,Power Forward and Center,Right,245lb,NBA,udohek01,3524880,2012-13,2013,2012,Milwaukee Bucks
12744,udohek01,20-May-87,"Edmond, Oklahoma",0.7,45.3,0,71.8,384,12,3.5,2.9,10.4,45.3,"University of Michigan, Baylor University",6th overall,1st round,Golden State Warriors,2010,10-Jun,"Sante Fe in Edmond, Oklahoma",Ekpe Udoh,Power Forward and Center,Right,245lb,NBA,udohek01,4469548,2013-14,2014,2013,Milwaukee Bucks
12745,udohek01,20-May-87,"Edmond, Oklahoma",0.7,45.3,0,71.8,384,12,3.5,2.9,10.4,45.3,"University of Michigan, Baylor University",6th overall,1st round,Golden State Warriors,2010,10-Jun,"Sante Fe in Edmond, Oklahoma",Ekpe Udoh,Power Forward and Center,Right,245lb,NBA,udohek01,981084,2014-15,2015,2014,Los Angeles Clippers
12746,udohek01,20-May-87,"Edmond, Oklahoma",0.7,45.3,0,71.8,384,12,3.5,2.9,10.4,45.3,"University of Michigan, Baylor University",6th overall,1st round,Golden State Warriors,2010,10-Jun,"Sante Fe in Edmond, Oklahoma",Ekpe Udoh,Power Forward and Center,Right,245lb,NBA,udohek01,3200000,2017-18,2018,2017,Utah Jazz
12769,ulisty01,5-Jan-96,"Southfield, Michigan",4,40.3,28,80.8,133,11.3,7.5,1.7,0.5,43.5,University of Kentucky,34th overall,2nd round,Phoenix Suns,2016,10-May,"Marian Catholic in Chicago Heights, Illinois",Tyler Ulis,Point Guard,Right,160lb,NBA,ulisty01,918369,2016-17,2017,2016,Phoenix Suns
12770,ulisty01,5-Jan-96,"Southfield, Michigan",4,40.3,28,80.8,133,11.3,7.5,1.7,0.5,43.5,University of Kentucky,34th overall,2nd round,Phoenix Suns,2016,10-May,"Marian Catholic in Chicago Heights, Illinois",Tyler Ulis,Point Guard,Right,160lb,NBA,ulisty01,1312611,2017-18,2018,2017,Phoenix Suns
12790,valende01,16-Nov-93,"Lansing, Michigan",2.3,39.9,37.4,75.4,134,10.6,8,4.1,3.1,50.6,Michigan State University,14th overall,1st round,Chicago Bulls,2016,6-Jun,"Sexton in Lansing, Michigan",Denzel Valentine,Shooting Guard,Right,210lb,NBA,valende01,2092200,2016-17,2017,2016,Chicago Bulls
12791,valende01,16-Nov-93,"Lansing, Michigan",2.3,39.9,37.4,75.4,134,10.6,8,4.1,3.1,50.6,Michigan State University,14th overall,1st round,Chicago Bulls,2016,6-Jun,"Sexton in Lansing, Michigan",Denzel Valentine,Shooting Guard,Right,210lb,NBA,valende01,2186400,2017-18,2018,2017,Chicago Bulls
12845,varnaja01,1-Mar-88,"Fairfax, Virginia",0.4,58.2,-,51.8,37,11.5,2.9,1.9,0.7,58.2,Mississippi State University,41st overall,2nd round,Miami Heat,2010,9-Jun,"Haywood in Brownsville, Tennessee",Jarvis Varnado,Power Forward,Right,230lb,NBA,varnaja01,275805,2012-13,2013,2012,Miami Heat
12846,varnaja01,1-Mar-88,"Fairfax, Virginia",0.4,58.2,-,51.8,37,11.5,2.9,1.9,0.7,58.2,Mississippi State University,41st overall,2nd round,Miami Heat,2010,9-Jun,"Haywood in Brownsville, Tennessee",Jarvis Varnado,Power Forward,Right,230lb,NBA,varnaja01,33431,2012-13,2013,2012,Boston Celtics
12847,varnaja01,1-Mar-88,"Fairfax, Virginia",0.4,58.2,-,51.8,37,11.5,2.9,1.9,0.7,58.2,Mississippi State University,41st overall,2nd round,Miami Heat,2010,9-Jun,"Haywood in Brownsville, Tennessee",Jarvis Varnado,Power Forward,Right,230lb,NBA,varnaja01,788872,2013-14,2014,2013,Miami Heat
12848,varnaja01,1-Mar-88,"Fairfax, Virginia",0.4,58.2,-,51.8,37,11.5,2.9,1.9,0.7,58.2,Mississippi State University,41st overall,2nd round,Miami Heat,2010,9-Jun,"Haywood in Brownsville, Tennessee",Jarvis Varnado,Power Forward,Right,230lb,NBA,varnaja01,75000,2014-15,2015,2014,Philadelphia 76ers
12849,vasqugr01,16-Jan-87,"Caracas, Venezuela",4.8,41.8,34.9,81.7,401,13.7,9,2.5,12.6,48,University of Maryland,28th overall,1st round,Memphis Grizzlies,2010,6-Jun,"Montrose Christian School in Rockville, Maryland",Greivis Vasquez,Point Guard and Shooting Guard,Right,217lb,NBA,vasqugr01,1035960,2010-11,2011,2010,Memphis Grizzlies
12850,vasqugr01,16-Jan-87,"Caracas, Venezuela",4.8,41.8,34.9,81.7,401,13.7,9,2.5,12.6,48,University of Maryland,28th overall,1st round,Memphis Grizzlies,2010,6-Jun,"Montrose Christian School in Rockville, Maryland",Greivis Vasquez,Point Guard and Shooting Guard,Right,217lb,NBA,vasqugr01,1113600,2011-12,2012,2011,New Orleans Hornets
12851,vasqugr01,16-Jan-87,"Caracas, Venezuela",4.8,41.8,34.9,81.7,401,13.7,9,2.5,12.6,48,University of Maryland,28th overall,1st round,Memphis Grizzlies,2010,6-Jun,"Montrose Christian School in Rockville, Maryland",Greivis Vasquez,Point Guard and Shooting Guard,Right,217lb,NBA,vasqugr01,1191240,2012-13,2013,2012,New Orleans Hornets
12852,vasqugr01,16-Jan-87,"Caracas, Venezuela",4.8,41.8,34.9,81.7,401,13.7,9,2.5,12.6,48,University of Maryland,28th overall,1st round,Memphis Grizzlies,2010,6-Jun,"Montrose Christian School in Rockville, Maryland",Greivis Vasquez,Point Guard and Shooting Guard,Right,217lb,NBA,vasqugr01,2150188,2013-14,2014,2013,Sacramento Kings
12853,vasqugr01,16-Jan-87,"Caracas, Venezuela",4.8,41.8,34.9,81.7,401,13.7,9,2.5,12.6,48,University of Maryland,28th overall,1st round,Memphis Grizzlies,2010,6-Jun,"Montrose Christian School in Rockville, Maryland",Greivis Vasquez,Point Guard and Shooting Guard,Right,217lb,NBA,vasqugr01,6400000,2014-15,2015,2014,Toronto Raptors
12854,vasqugr01,16-Jan-87,"Caracas, Venezuela",4.8,41.8,34.9,81.7,401,13.7,9,2.5,12.6,48,University of Maryland,28th overall,1st round,Memphis Grizzlies,2010,6-Jun,"Montrose Christian School in Rockville, Maryland",Greivis Vasquez,Point Guard and Shooting Guard,Right,217lb,NBA,vasqugr01,6600000,2015-16,2016,2015,Milwaukee Bucks
12855,vasqugr01,16-Jan-87,"Caracas, Venezuela",4.8,41.8,34.9,81.7,401,13.7,9,2.5,12.6,48,University of Maryland,28th overall,1st round,Memphis Grizzlies,2010,6-Jun,"Montrose Christian School in Rockville, Maryland",Greivis Vasquez,Point Guard and Shooting Guard,Right,217lb,NBA,vasqugr01,4347826,2016-17,2017,2016,Brooklyn Nets
12872,vaughra01,16-Aug-96,"Minneapolis, Minnesota",0.5,33.7,31.3,69.2,139,5.9,3,1.1,-0.6,42.4,"University of Nevada, Las Vegas",17th overall,1st round,Milwaukee Bucks,2015,6-Jun,"Findlay Prep in Henderson, Nevada",Rashad Vaughn,Shooting Guard,Right,202lb,NBA,vaughra01,1733040,2015-16,2016,2015,Milwaukee Bucks
12873,vaughra01,16-Aug-96,"Minneapolis, Minnesota",0.5,33.7,31.3,69.2,139,5.9,3,1.1,-0.6,42.4,"University of Nevada, Las Vegas",17th overall,1st round,Milwaukee Bucks,2015,6-Jun,"Findlay Prep in Henderson, Nevada",Rashad Vaughn,Shooting Guard,Right,202lb,NBA,vaughra01,1811040,2016-17,2017,2016,Milwaukee Bucks
12874,vaughra01,16-Aug-96,"Minneapolis, Minnesota",0.5,33.7,31.3,69.2,139,5.9,3,1.1,-0.6,42.4,"University of Nevada, Las Vegas",17th overall,1st round,Milwaukee Bucks,2015,6-Jun,"Findlay Prep in Henderson, Nevada",Rashad Vaughn,Shooting Guard,Right,202lb,NBA,vaughra01,1889040,2017-18,2018,2017,New Orleans Pelicans
12875,vaughra01,16-Aug-96,"Minneapolis, Minnesota",0.5,33.7,31.3,69.2,139,5.9,3,1.1,-0.6,42.4,"University of Nevada, Las Vegas",17th overall,1st round,Milwaukee Bucks,2015,6-Jun,"Findlay Prep in Henderson, Nevada",Rashad Vaughn,Shooting Guard,Right,202lb,NBA,vaughra01,166258,2017-18,2018,2017,Orlando Magic
12924,vonleno01,24-Aug-95,"Salem, Massachusetts",0.8,45.3,31.6,68.3,299,11.8,5.1,5.4,8.3,48.7,Indiana University,9th overall,1st round,Charlotte Hornets,2014,9-Jun,"New Hampton School in New Hampton, New Hampshire",Noah Vonleh,Power Forward,Right,250lb,NBA,vonleno01,2524200,2014-15,2015,2014,Charlotte Hornets
12925,vonleno01,24-Aug-95,"Salem, Massachusetts",0.8,45.3,31.6,68.3,299,11.8,5.1,5.4,8.3,48.7,Indiana University,9th overall,1st round,Charlotte Hornets,2014,9-Jun,"New Hampton School in New Hampton, New Hampshire",Noah Vonleh,Power Forward,Right,250lb,NBA,vonleno01,2637720,2015-16,2016,2015,Portland Trail Blazers
12926,vonleno01,24-Aug-95,"Salem, Massachusetts",0.8,45.3,31.6,68.3,299,11.8,5.1,5.4,8.3,48.7,Indiana University,9th overall,1st round,Charlotte Hornets,2014,9-Jun,"New Hampton School in New Hampton, New Hampshire",Noah Vonleh,Power Forward,Right,250lb,NBA,vonleno01,2751360,2016-17,2017,2016,Portland Trail Blazers
12927,vonleno01,24-Aug-95,"Salem, Massachusetts",0.8,45.3,31.6,68.3,299,11.8,5.1,5.4,8.3,48.7,Indiana University,9th overall,1st round,Charlotte Hornets,2014,9-Jun,"New Hampton School in New Hampton, New Hampshire",Noah Vonleh,Power Forward,Right,250lb,NBA,vonleno01,3505233,2017-18,2018,2017,Chicago Bulls
12952,vucevni01,24-Oct-90,"Morges, Switzerland",2.4,50.2,33.2,74.1,536,20.3,15.7,10.1,41.7,51.4,University of Southern California,16th overall,1st round,Philadelphia 76ers,2011,Jul-00,"Stoneridge Preparatory School in Simi Valley, California",Nikola Vucevic,Center,Right,260lb,NBA,vucevni01,1645400,2011-12,2012,2011,Philadelphia 76ers
12953,vucevni01,24-Oct-90,"Morges, Switzerland",2.4,50.2,33.2,74.1,536,20.3,15.7,10.1,41.7,51.4,University of Southern California,16th overall,1st round,Philadelphia 76ers,2011,Jul-00,"Stoneridge Preparatory School in Simi Valley, California",Nikola Vucevic,Center,Right,260lb,NBA,vucevni01,1768800,2012-13,2013,2012,Orlando Magic
12954,vucevni01,24-Oct-90,"Morges, Switzerland",2.4,50.2,33.2,74.1,536,20.3,15.7,10.1,41.7,51.4,University of Southern California,16th overall,1st round,Philadelphia 76ers,2011,Jul-00,"Stoneridge Preparatory School in Simi Valley, California",Nikola Vucevic,Center,Right,260lb,NBA,vucevni01,1793520,2013-14,2014,2013,Orlando Magic
12955,vucevni01,24-Oct-90,"Morges, Switzerland",2.4,50.2,33.2,74.1,536,20.3,15.7,10.1,41.7,51.4,University of Southern California,16th overall,1st round,Philadelphia 76ers,2011,Jul-00,"Stoneridge Preparatory School in Simi Valley, California",Nikola Vucevic,Center,Right,260lb,NBA,vucevni01,2751260,2014-15,2015,2014,Orlando Magic
12956,vucevni01,24-Oct-90,"Morges, Switzerland",2.4,50.2,33.2,74.1,536,20.3,15.7,10.1,41.7,51.4,University of Southern California,16th overall,1st round,Philadelphia 76ers,2011,Jul-00,"Stoneridge Preparatory School in Simi Valley, California",Nikola Vucevic,Center,Right,260lb,NBA,vucevni01,11250000,2015-16,2016,2015,Orlando Magic
12957,vucevni01,24-Oct-90,"Morges, Switzerland",2.4,50.2,33.2,74.1,536,20.3,15.7,10.1,41.7,51.4,University of Southern California,16th overall,1st round,Philadelphia 76ers,2011,Jul-00,"Stoneridge Preparatory School in Simi Valley, California",Nikola Vucevic,Center,Right,260lb,NBA,vucevni01,11750000,2016-17,2017,2016,Orlando Magic
12958,vucevni01,24-Oct-90,"Morges, Switzerland",2.4,50.2,33.2,74.1,536,20.3,15.7,10.1,41.7,51.4,University of Southern California,16th overall,1st round,Philadelphia 76ers,2011,Jul-00,"Stoneridge Preparatory School in Simi Valley, California",Nikola Vucevic,Center,Right,260lb,NBA,vucevni01,12250000,2017-18,2018,2017,Orlando Magic
12994,waitedi01,10-Dec-91,"Philadelphia, Pennsylvania",2.8,41.2,34.7,69.2,409,12,13.2,2.7,8.7,46.8,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"Burlington Life Center Academy in Burlington, New Jersey",Dion Waiters,Shooting Guard,Right,215lb,NBA,waitedi01,3726600,2012-13,2013,2012,Cleveland Cavaliers
12995,waitedi01,10-Dec-91,"Philadelphia, Pennsylvania",2.8,41.2,34.7,69.2,409,12,13.2,2.7,8.7,46.8,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"Burlington Life Center Academy in Burlington, New Jersey",Dion Waiters,Shooting Guard,Right,215lb,NBA,waitedi01,3894240,2013-14,2014,2013,Cleveland Cavaliers
12996,waitedi01,10-Dec-91,"Philadelphia, Pennsylvania",2.8,41.2,34.7,69.2,409,12,13.2,2.7,8.7,46.8,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"Burlington Life Center Academy in Burlington, New Jersey",Dion Waiters,Shooting Guard,Right,215lb,NBA,waitedi01,4062000,2014-15,2015,2014,Oklahoma City Thunder
12997,waitedi01,10-Dec-91,"Philadelphia, Pennsylvania",2.8,41.2,34.7,69.2,409,12,13.2,2.7,8.7,46.8,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"Burlington Life Center Academy in Burlington, New Jersey",Dion Waiters,Shooting Guard,Right,215lb,NBA,waitedi01,5138430,2015-16,2016,2015,Oklahoma City Thunder
12998,waitedi01,10-Dec-91,"Philadelphia, Pennsylvania",2.8,41.2,34.7,69.2,409,12,13.2,2.7,8.7,46.8,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"Burlington Life Center Academy in Burlington, New Jersey",Dion Waiters,Shooting Guard,Right,215lb,NBA,waitedi01,2898000,2016-17,2017,2016,Miami Heat
12999,waitedi01,10-Dec-91,"Philadelphia, Pennsylvania",2.8,41.2,34.7,69.2,409,12,13.2,2.7,8.7,46.8,Syracuse University,4th overall,1st round,Cleveland Cavaliers,2012,4-Jun,"Burlington Life Center Academy in Burlington, New Jersey",Dion Waiters,Shooting Guard,Right,215lb,NBA,waitedi01,11000000,2017-18,2018,2017,Miami Heat
13027,walkeke02,8-May-90,"The Bronx, New York",5.5,41.8,35.7,83.5,605,19.3,19.8,3.8,48.5,48.2,University of Connecticut,9th overall,1st round,Charlotte Bobcats,2011,1-Jun,"Rice in New York, New York",Kemba Walker,Point Guard,Right,184lb,NBA,walkeke02,2356320,2011-12,2012,2011,Charlotte Bobcats
13028,walkeke02,8-May-90,"The Bronx, New York",5.5,41.8,35.7,83.5,605,19.3,19.8,3.8,48.5,48.2,University of Connecticut,9th overall,1st round,Charlotte Bobcats,2011,1-Jun,"Rice in New York, New York",Kemba Walker,Point Guard,Right,184lb,NBA,walkeke02,2532960,2012-13,2013,2012,Charlotte Bobcats
13029,walkeke02,8-May-90,"The Bronx, New York",5.5,41.8,35.7,83.5,605,19.3,19.8,3.8,48.5,48.2,University of Connecticut,9th overall,1st round,Charlotte Bobcats,2011,1-Jun,"Rice in New York, New York",Kemba Walker,Point Guard,Right,184lb,NBA,walkeke02,2568360,2013-14,2014,2013,Charlotte Bobcats
